# ----------------------------------------
# Cage Code Site Data
# Active Users
# 20160401-20180407
# ----------------------------------------

Day Index,1 Day Active Users
11/9/17,"14,927"
11/10/17,"14,900"
11/11/17,"14,887"
11/12/17,"14,902"
11/13/17,"14,816"
11/14/17,"14,797"
11/15/17,"14,789"
11/16/17,"14,837"
11/17/17,"14,874"
11/18/17,"14,890"
11/19/17,"14,890"
11/20/17,"14,858"
11/21/17,"14,802"
11/22/17,"14,556"
11/23/17,"14,071"
11/24/17,"13,743"
11/25/17,"13,721"
11/26/17,"13,731"
11/27/17,"13,683"
11/28/17,"13,701"
11/29/17,"13,778"
11/30/17,"13,801"
12/1/17,"13,813"
12/2/17,"13,824"
12/3/17,"13,812"
12/4/17,"13,804"
12/5/17,"13,786"
12/6/17,"13,807"
12/7/17,"13,854"
12/8/17,"13,784"
12/9/17,"13,774"
12/10/17,"13,754"
12/11/17,"13,778"
12/12/17,"13,812"
12/13/17,"13,701"
12/14/17,"13,636"
12/15/17,"13,556"
12/16/17,"13,538"
12/17/17,"13,533"
12/18/17,"13,506"
12/19/17,"13,506"
12/20/17,"13,553"
12/21/17,"13,889"
12/22/17,"13,958"
12/23/17,"13,961"
12/24/17,"13,908"
12/25/17,"13,438"
12/26/17,"12,904"
12/27/17,"12,451"
12/28/17,"12,028"
12/29/17,"11,731"
12/30/17,"11,706"
12/31/17,"11,616"
1/1/18,"11,073"
1/2/18,"10,848"
1/3/18,"10,768"
1/4/18,"10,629"
1/5/18,"10,655"
1/6/18,"10,641"
1/7/18,"10,668"
1/8/18,"10,676"
1/9/18,"10,897"
1/10/18,"10,977"
1/11/18,"11,098"
1/12/18,"11,160"
1/13/18,"11,194"
1/14/18,"11,238"
1/15/18,"11,218"
1/16/18,"11,335"
1/17/18,"11,486"
1/18/18,"11,610"
1/19/18,"11,847"
1/20/18,"11,863"
1/21/18,"11,922"
1/22/18,"12,670"
1/23/18,"13,185"
1/24/18,"13,593"
1/25/18,"13,941"
1/26/18,"14,212"
1/27/18,"14,247"
1/28/18,"14,381"
1/29/18,"15,036"
1/30/18,"15,299"
1/31/18,"15,448"
2/1/18,"15,557"
2/2/18,"15,637"
2/3/18,"15,638"
2/4/18,"15,666"
2/5/18,"15,729"
2/6/18,"15,749"
2/7/18,"15,825"
2/8/18,"15,918"
2/9/18,"15,948"
2/10/18,"15,981"
2/11/18,"15,979"
2/12/18,"16,162"
2/13/18,"16,249"
2/14/18,"16,300"
2/15/18,"16,383"
2/16/18,"16,390"
2/17/18,"16,403"
2/18/18,"16,430"
2/19/18,"16,115"
2/20/18,"16,130"
2/21/18,"16,178"
2/22/18,"16,331"
2/23/18,"16,480"
2/24/18,"16,476"
2/25/18,"16,474"
2/26/18,"16,503"
2/27/18,"16,620"
2/28/18,"16,620"
3/1/18,"16,560"
3/2/18,"16,532"
3/3/18,"16,507"
3/4/18,"16,503"
3/5/18,"16,598"
3/6/18,"16,631"
3/7/18,"16,601"
3/8/18,"16,639"
3/9/18,"16,640"
3/10/18,"16,612"
3/11/18,"16,625"
3/12/18,"16,596"
3/13/18,"16,621"
3/14/18,"16,562"
3/15/18,"16,529"
3/16/18,"16,582"
3/17/18,"16,572"
3/18/18,"16,609"
3/19/18,"16,745"
3/20/18,"16,919"
3/21/18,"16,940"
3/22/18,"16,957"
3/23/18,"16,888"
3/24/18,"16,967"
3/25/18,"16,954"
3/26/18,"17,101"
3/27/18,"17,154"
3/28/18,"17,126"
3/29/18,"17,148"
3/30/18,"17,017"
3/31/18,"17,011"
4/1/18,"16,938"
4/2/18,"16,742"
4/3/18,"16,747"
4/4/18,"16,713"
4/5/18,"16,708"
4/6/18,"16,663"
4/7/18,"16,703"
,"10,068,076"
